2102	amei o episódio de hoje de business proposal ri chorei gritei fiquei grava foi TUDO 	1511115940519366668	1
793	é tipo o futurodo pais esta nas suas maos mas eu nem entendo sobre politica direito ainda eu nao sei como isso funciona d que adianta fala p vota mas n te 1 aula na escola falando sobre esse tipo d assunto 	1511040504519176192	8,9
2946	mano eu só fui ver que dia é hj agora  vsf olha essa data, por isso q ta dando tudo errado 	1511029487189860355	3
548	Ai,aí,aí,ai eu quero muito mais... Desse jogo perigoso 	1511028048329678850	7
2488	a gente tudo na copa e num sei oq, ai o dono da loja ' mds junior, é mandona dms ela, n sei como tas aguentando' kkkkkkkkk, ai ai, quase q eu dizia ' ohh chefe, além de tudo, oq ele mais gosta é isso' kkkkk 	1511043482554671113	1
245	É bizarro ouvir de certas pessoas que Lula é a representação da democracia. Lula sempre defendeu ditaduras, regulamentação da imprensa e aumento do tamanho do Estado. O 'companheiro' representa tudo de pior que tivemos e poderemos ter em um futuro próximo. Lula NÃO é opção! 	1511043121030782982	3,9
628	Meta: ir no bandejao sempre a noite pra ver se nos encontramos dnv e quem sabe dessa vez eu fale um oi 	1511115967031611394	7
2420	Posso estar errado, porém achei feia dms 	1511116031149883393	9
330	Pessoas na internet são tipo: nossa um maluco que faz isso merece morrer  Ai o amigo da pessoa engravida a guria e acaba fazendo ela perder o bebê: foda né, ele tem um bom coração. Vou seguir com a amizade e passar pano 	1511122224819982340	3,9
1493	Eu amei o joguinho do Instagram de adivinhar bandeiras pq quando eu era criança eu brincava de decorar as bandeiras dos países já esqueci boa parte mas lembrei algumas legais ainda 	1511115995477385220	1,4
3380	Simplesmente um pecado eu numa dessas 🤤 	1511040372880855047	7
2809	Meu Deus, eu tô muuuuuito ansiosa! LIVE ELBA E JULIETTE	1407871344721670000	12
17	Queria ter uns amigos pra sair anoite e ficar de bobeira 	1511037846542602241	7
2790	queria muito ter a bunda igual a da Jade, a bunda dela é um espetáculo 	1511039549270597637	7
900	Queria uma companhia pra ir tomar cappuccino 🥺 	1511040252806320136	7
2049	O Simba está comigo a 5 meses e só de eu ir no mercado uns minutinhos e voltar, ele está com lágrimas nos olhinhos por ter sentido a minha falta... Deus q me livre doar o meu bebê, qq essa gente tem na cabeça 	1511121137647902723	27
3605	SERGIO MORO 'É inaceitável usar um episódio de tortura para atacar a jornalista Míriam Leitão. A vergonha está no ofensor. Covarde é quem ofende mulher.' FALOU O CARA QUE QUANDO MINISTRO DA JUSTIÇA DEIXOU QUE O POVO BRASILEIRO APANHASSE EM PRAÇA PÚBLICA E FOSSE PRESO TRABALHANDO. 	1511032474415112195	2,9
2457	Nem de graça eu queria ir num lugar desses 	1511030249487798273	9
898	a vergonha alheia que me dá quando vejo vídeo da grazi mourão vcs não tão entendendo…  bh chora de vergonha 	1511117915872972806	11
3226	vou processar a escola por tortura psicológica 	1511122172378497024	3
3597	Essa mulher é uma hipócrita 	1511043314312790017	9
710	Vocês são insuportáveis quando querem pegar no pé de alguém. Sempre desmerecendo os gays e mulheres, depois pedem empatia. Eu hein.	1407914726886150000	3,9
2302	que ódio não poder pedir a suyoung em casamento porque a coreia é homofóbica ela é tão louca das ideias que nem eu que eu sei que ela ia topar eu só quero cidadania em qualquer outro país 	1511122326733168644	7
2889	Já ganhei meu presente do meu amor 🤩😍 	1511028355113619458	16,17
1602	Lenny Kravitz devia ser reconhecido como ' Homem da América '  Os EUA devia por ele como em todos os comerciais como um exemplo a ser seguido  Não tem ninguém nesse mundo que chegue aos pé desse cara  Ele exala tudo que um homem livre busca muito foda 	1511118645136658432	0
3181	meus amigos tão p fazer um fã clube p meu namorado 	1511123228944654337	1
1319	Mariah é a criança que me faz de brinquedo, me morde, me bate, me humilha, bagunça tudo e eu ajeito tudo rindo e contente mkkkkkk 	1511117862324383747	1
2856	Jovem pan não pode ser considerada canal de jornalismo .No máximo de humor criminoso e de péssimo gosto . 	1511119522949959686	9
3695	a Carol comemorando a cada ponto levando o time pra cima depois de um block dela DA INVEJA NÉ	1408095692283950000	25
493	Abriu o cu para deus e o mundo, falava mal antes e agora acham que foi tratar como se fosse do grupo kkkkkkkkkkkkkk Megan da uma surra nessa serelepe sempre 	1511122244243795969	1,2,28
2905	O mendigo que pegou uma mulher casada e detalhou a transa em rede nacional, é ovacionado por influenciadoras que convidam ele para fazer dancinha no TikTok; enquanto ele pega a mulherada nas balas. O homem traído não consegue dormir e nem reabrir a sua loja. O Brasil é um bostil. 	1511040533338243084	3,9
3246	to com medo de cortar franja de novo e me arrepender demorou muito pra crescer 	1511043314811912196	13
3542	Talvez no mesmo lugar que esteja a tua covardia diante do que governadores fizeram em nosso país durante a fraude pandêmica!! Sua cara não queima por falar tanta merda e ser um rato que se contradiz a cada vez que se expressa??? 	1511115022814130177	2
3195	aposto cinquentão no chacon pq ele me segue 	1511116800838279169	4
2509	Vermelho, Branco e Amor acaba oficialmente no capítulo '39' (tirando o capitão de aviso e prólogo), mas teremos o epílogo '40'. Estarei focando em VBA pelos próximos dias, escrevendo e deixando tudo o mais adiantado possível e então, teremos uma att por semana. (+) 	1511115569893945348	29
289	Todo treinador que entra no Flamengo é a mesma coisa com esse grupo acho que vai ter que mandar é alguns jogadores embora de vez que fica atrapalhando quem quer trabalhar e quer mudar as coisas lá dentro 	1511037308442746882	3
683	minha mãe chegou aqui em casa agora com o algodão no braço pq foi tomar vacina kdskks gnt, essa mulher n pode ver campanha de vacina q ela quer tomar 🤣 muito q bem, tenho a quem puxar 	1511043570899292164	1,4
1666	meu teclado chegou eu amei ele é tão lindo amo ser fútil 	1511114663458705413	4
2966	A disciplina de Motion Graphics é para testar o meu psicológico 	1511122490583568386	3
1806	Antes tivesse sido só uma assaltante...faria menos mal à sociedade que uma comunista... 	1511120552156618752	9
2064	hoje foi mto legal amei 	1511031029640929290	16
1564	Acho que Dona Fátima mãe da Juliette gostava do Vyni hein 	1511046009220218880	6
570	Não tô criando expectativa nenhuma pro meu aniversário, vai ser uma bosta como o ano passado 	1511031668244721667	3,8,23
692	Doi como se tivesse sido hoje 	1511115028270772227	3,8,23
1927	fato e ainda utiliza um método de baitola 	1511114018135711744	9
175	pelo amor de deus qual a dificuldade de falar as palavras em português disgraça fica enfiando inglês no meio da porra da frase a troco de nada tomar no cu 	1511030965056983044	2,9
1962	A pressa que os Estados Unidos e a OTAN têm em incriminar a Rússia é proporcional à pressa em ocultar os próprios crimes. 	1511118288285310982	9
826	Jesus eu não sei nem por onde começar essa merda desse trabalho 	1511118329414660104	2,5,18
3265	da maneira q como na hora de iftar😭😭 tenho a certeza q estou a cometer um dos 7 pecados 😂😂😂💔 	1511033522399723521	1
1533	depois q comecei com essa de me afastar, n parei nunca mais. me irritou? eu me afasto. me estressou? eu me afasto. me magoou? me afasto. não sinto reciprocidade? me afasto. não sinto verdade? me afasto. qm tiver que ficar, vai ficar e eu não tenho q fazer esforço nenhum p isso 	1511037953665024006	3
1161	Que dia pra esquecer sério, nada deu certo fodass 	1511114298000556032	3,8
3223	Tu joga certo, mas sai pelo errado 	1511115531126022157	9
2478	E a mães seguem no grupo reclamando… CHATAS PRA CARALHOOOOOO 	1511123235341062145	2
1266	Talvez nos encontramos na hora errada, eu a pensar em amor, tu em madrugada e agora não conseguimos dizer nada além de adeus. Talvez nos perdemos pelo caminho mesmo do teu lado, me sinto sozinha. Melhor eu ir, xau! Melhor pra mim!😪💔 	1511028692566355968	8,23
2836	quando eu acho que vai dar certo, a pessoa some do nada. cansada de situações assim 	1511115884835885057	8
2808	nossa vocês gostam de serem burros??? 	1511034289613414409	3,6
1756	Aquele filme é uma Flanderização de toda a Liga da Justiça em níveis que não se via desde, pelo menos, Super Amigos. Mas foi o Snyder que acabou com todo mundo. 	1511115402880983060	9
1771	como que a mulher me manda subir e descer 10 vezes a escda e toda exposta tofo mundo mr ve que vergonha 	1511116788272140290	11
3570	Coloca esse vagabundo CRIMINOSO no pau! 	1511120897649876995	2
576	Ia resolver sim...na UPA curando ressaca! É sério isso? Que ridículo. 	1511117598934679558	9
1427	que porra e essa anitta assim fica difícil defender você pra minha mãe 	1511045978433937412	9
678	não tenho paciência com gente suja 	1511034739028811784	3,9,10
1501	KKKKKKKKKKKKKKKKKKKK não são assim, só o emo do Kauan 	1511121346213859332	1
3477	Esqueci o horário de pegar o Pedro na escola, qnd eu cheguei ele falou: 'pô mãe tu é uma safada em me esqueceu' 	1511046237788717059	1
1839	É o maior técnico da história da Sociedade Esportiva Palmeiras 	1511115753860259840	0
918	o medo de perder o trampo faz a gente trabalhar até no hospital KKKrying 	1511042200934748162	13
2242	ODIAMOS DIREITO DO TRABALHO 	1511121385548042246	2
23	Calleri cuzao do caralho 	1511031780010344452	2
864	Nós somos os 10% #MoroOuNulo #BandidosOdeiamMoro 	1511120134190112768	2
674	Eu estou simplesmente HORRORIZADA com os stories da Adriana Sant’Anna. Obvio que não me surpreende mais pelo que ela se tornou, mas me assusta a proporção que tomou e o universo paralelo em que eles vivem.	1408058999174530000	8,9,13
2000	omg eu sabia q e ezra nao tinha feito nada demais😭😭🙏🏻😭🙏🏻🙏🏻 	1511044895259119621	21
1499	vocês dando mídia pra um tarado é o cúmulo na moral 🤢 	1511034553166667784	10
3788	Estar lá, usando de verdade a Unidade Básica, o Hospital, a UPA, vai evitar que vc seja visto como hipócrita. Vai permitir, inclusive, que vc reconheça de fato o valor da frase 'Saúde é um direito de todos e um dever do Estado'. 	1511044970114863111	3
1680	Quem não me conhece acha que sou nojenta e antipática, mas abriu a boca acabou kkkkkkkkkk 	1511118677638328323	1
1273	pqp ela só serve pra reforçar estereótipos sobre o brasil n aguento mais 	1511034302267641858	3,9
2470	QUE ODIO DESSA MERDA DE COLÉGIO 	1511031610879135751	2
1330	eu qria muito que pelo menos uma vez na vida isso desse certo 	1511116322041741313	7
1448	mds eu quero muito ver isso 	1511037386276409348	7
1449	Agradecendo até pelas coisas que não dão certo.  Orixá sabe o que faz! 🌿⚔️ 	1511028482276478983	14
427	Open bar para professores em todos os eventos. Eu apoio! 	1511039486100230155	1,4,12
764	Existem três frases que vão levar sua vida em diante: 'Não diga que fui eu', 'Já estava assim quando cheguei' e 'Oh que boa idéia chefe' 	1511046284349788160	1
3615	Tomar q minha mãe tenha feito feijão, se não vou ter q ir no Mc. Comida sem feijão não é comida 	1511042034441891846	7
1872	Nunca senti tanta dor fazendo tatto igual senti na do peito, misericordia achei que nao ia aguentar kkkkk 	1511115428629729280	3
2626	minhas tatto já cicatrizando, meu pai viu só hoje 	1511045601307381762	29
923	Vampiros usando protetor solar, chuva de sangue, muito herotismo e lutas iguais a das Panteras, não esperava que Blade fosse tão bom 	1511029246189346825	24
240	amigos palmeirenses comentem 	1511121120547807238	6
2631	Tenho até medo do Bruno acabar gostando da Silvia e ficar com ela no final ... 	1511042195998089227	13
3133	Eu gostava de mim em 2014, ouvia rap o tempo todo, daqui a pouco tava falando igual paulista “e aí truta, mó guela” kkkkkkkkkkkkk 	1511035627801882624	1,26
2297	se tiver que dar certo vai dar🙌 	1511116600778407942	19
217	Quero registrar que é a primeira vez que consigo dormir um pouquinho num ônibus de turismo a noite. Na ida eu fui igual um zumbi.  Mas olha, o semi leito é horrível pra dormir. Se precisam mesmo descansar, peguem o leito. Dormir sem conseguir deitar de lado, pra mim, é sofrência 	1511037620398301190	8,9
670	..COM VIOLENCIA CRIMINOSA, AGITADORES LIGADOS AO PT DO LULA, ONGS, MST E MTST INVADEM SUPERMERCADO EXTRA EM SÃO PAULO. HÁ NOTICIAS DE INVSÕES COORDENADAS DE MERCADOS  EM TODO O PAIS.!  ..NÃO SERIA ISSO A AMEAÇA A DEMOCRACIA QUE LULOPETISTAS E MINISTROS DO STF E TSE DIZEM HAVER.!? 	1511038357274566659	2
1949	Na moral enpap é o melhor monstro de todos 	1511029277604593670	4
3561	ok ela estava no voo  desculpa aí equipe da mamãe  (mas da pra melhorar blz, não vem achando que a gente não tá de olho) 	1511116248934985734	9
1615	me sinto realizada pois perdi o medo de usar panela de pressão 	1511041814849019907	20
1934	Meu pai só me enrola 🤦🏽‍♀️ 	1511045898301849607	3
3774	alguns insetos alem de existirem ainda fazem zzzzzz pelo amor de deus fique quieta faça silêncio sabe 	1511114728579477507	3
3782	Se deus quiser vai da tudo certo🙏🏻 	1511031142190915584	19
3184	Tudo que começa errado termina errado minha mãe nunca esteve tão certa 	1511033857096753156	3
2730	Não tão satisfeito, sem legado, sem sonhos realizados, sem um grande impacto para a humanidade. Porém, deixarei o meu nome gravado no coração de um número restrito de pessoas, é satisfatório pra mim ? Não. Logo, sentiria-me um fracassado. 	1511120152229826561	3,8
728	Sempre ouvi e li que a extrema direita ultrapassava largamente a extrema esquerda em destruição e guerras... vemos agora como a extrema esquerda czariana na #Europa, se aproxima e até poderá superar, as atrocidades hitlerianas... #ULTIMAHORA #UkraineUnderAttack #UcraniaBajoFuego 	1511043307887112203	3,9
1772	E os amigos paulistanos acordando para livrar o Estado das mãos da direita. Haddad ganhando a dianteira 🥳🥳🥳 	1511036892766167051	4
2013	Wro mt cuidar da minha coelhinha. Limpar os cortes q fiz nela, ajudar ela a andar dps de e acabar com ela e dar banho 	1511115690308218889	17,27
1693	vocês homem não sabem a quantidade de 'AMIGOS' talarico que vocês tem #falomesmo  #toleve 	1511035578804019201	9
3306	Tem moral alguma pra chamar os outros de puta, até pq quem da pra homem casado é vc gata! 	1511114673080385543	9
3407	faltam exatamente 4 dias pra gritar 'tira a camisa' igual uma louca p esse gostoso aq 	1511119632656216066	12
3134	Quanta liberdade, né? 	1511118126582280199	6
2644	As vezes só queria um pix errado na minha conta rs 	1511034075137597440	1,7
1922	ELES RINDO SERIOOOOOOO SOU MALUCA DE AMOR 	1511114673126526980	17
955	Aiai a minha Doja sendo injustiçada 	1511038914731118604	8,9
259	já tentei me assumir pro meu pai, ele levou na boa, mas TB n aceitou mt, mas ele acha q sou hetero msm	1407693463387310000	3,8
861	Eu não me iludo. O senador Girão e a deputada que fez o relatório pela prisão de Daniel Silveira, ambos agem com ambição política. Todavia, contudo, porém, estão agindo certo, só não é por amor ao próximo. 	1511114397661421573	4
641	Você sabe que o Gabriel Monteiro tá certo quando é a Globo que tá contra ele 	1511028029824417795	4
1044	quero nem vê o inferno nessa casa o mlk só faz merda 	1511032063637471233	2,9
3232	as coisas tem sido tão difíceis desde que eu perdi meu pai, faz tempo que não me sentia tão angustiada e sozinha igual eu me sinto agora 	1511120760177315844	23
2741	minha vida começou a dar muito errado lá em 2000 qnd não vim com o corpo perfeito o cabelo bom e claro a pele perfeita e clara o rosto perfeito … e mais ainda quando não vim com estabilidade emocional e financeira perfeita✨ enfim a vida perfeita da gatah✨ 	1511115106796642309	23
879	Comprovando o que as pessoas já imaginavam 🙄 	1511045010065608710	8
3051	te amo amor te amo muito 	1511114610362957829	17
1625	Apostam qnto que vai ter militante enchendo o saco?	1407743726395470000	3
3427	vou assistir a incrível história de adaline, será q é bom?	1407504866940000000	6
1928	feio e perigoso 	1511028519580622850	9
1560	Minha mãe não fez nada a respeito 	1511030082382581761	8
559	[4/4 19:41]:Pelo jeito q eu vejo vc, sinto q tem algo de errado [4/4 19:41]:Eu te vejo da uma vontade de te abraçar, para se sentir leve [4/4 19:43]:você é forte, já passou por tanta coisa dificil [4/4 19:47]:Deus tá te ensinando a ser forte 🥺🥺, amo essa 	1511116336214290439	0,4
2654	fui chamada pra outra entrevista mas preciso ver que dia meu pai pode ir comigo TB, mas eu tô me cagando de medo pq é uma entrevista séria e eu só sei o básico de Excel/word 	1511042416043872262	13
3079	Gente???? Eu terminei um relacionamento de 6 anos e não tô sabendo 	1511037619764879373	24
3335	É  o fim. 🤣🤣🤣🤣🤣 	1511114312873652228	1
385	O útero coçaaaa, BUT por enquanto quero um vindo das mhs amigas kkkkkkkkk já tá bom de nascer mais nenénsss p eu babar 🥰🥰🥰🥰😍😍 	1511123231536734211	0,7,16
2559	no caso o cara em questão é o trae pq eu jurava que ele tinha minha altura e me surpreendi	1407892142262030000	24
3484	pior que eu tenho medo de falar de algumas coisas por causa disso 	1511119134167347201	13
2277	Fofo 	1511030696801878021	0
3117	sinto que metade dos meus amigos na realidade me odeiam 	1511121869738545160	23
1865	Em evento da CUT, o ex-presidente Lula afirmou que a divisão entre duas candidaturas presidenciais é comum. “Eu gostaria de polarizar com os tucanos, como Fernando Henrique, e não com os fascistas, como Bolsonaro. Mas é ele que está aí” 	1511041240720191493	29
3215	Kkkk vi no TikTok q se pegar o telefone da minha mãe ligar o cabo no meu e no dela carrega meu telefone, não é q deu certo 😂😂😂 	1511046232130695177	1
701	VOU TE CONTAR UM SEGREDO MEIO DE ABRIL 	1511121077635850250	29
2563	esse povo da escola ta é de tiração ja, o ano nem começou e eles ja lançaram mais de 1 mes de greve, e os alunos q se fodam 	1511046322039803906	9
3435	Esse Wi-Fi aí tá um nojo. 	1511032017114345475	3
2747	Sempre falei🤷🏾‍♀️ 	1511038694060400644	4
1236	Nem cheguei na escola direito e já quero ir embora 	1511037386913947655	3
2239	mas o chao ta no cimento ne 	1511028663436857362	29
2769	Que arrependimento viu! Ainda bem que percebi como estava errado e mudei minhas atitudes! 	1511030655844507654	22
2876	To sentindo uma dor insuportável, Deus me livre 	1511115016262631435	3
3888	eu vejo umas pessoas q ao invés de ficar feliz pela conquista do outro, ficam criticando e com raiva da pessoa... e são pessoas q eu conheço falando mal de ex-amigos delas... 	1511038491928506390	3,9
1587	Eu percebi que eu realmente não tenho amigos, são tudo um bando de fdp 	1511121496030208003	2
3780	dps do serjão eu dou a coroa pro ricardo de quem mais posta bosta no face kkkkkkkkkkkkk eu me racho 🗣 	1511117690525650945	1
3218	É SHOW DOS OPOSTOS DO SESI!! SESI - SP (1) 24x22 (0) Vôlei Renata #SuperligaENM 	1511118217305108485	29
2155	é tão triste ver uma pessoa que você se importa, mal e vc nn sabe direito como ajudar sabe?? 🥺 você ver um 'amigo' que era sorridente e brincalhão triste e quieto e vc nn consegue ajuda-lo.  Só espero que ele fique bem. 	1511036210197770240	23,27
1590	de pátios e assim poderão ser facilmente desmascarados, desde que haja a determinação de fazer os necessários exames com imparcialidade e seriedade. Estou quase certo que uma posterior análise ainda vai acabar por revelar que são civis russos acusados 	1511036250496638979	29
422	Na moral, o tanto q eu amo o meu irmão não tá escrito. É eu por ele e ele por mim, forgeeet 🙅🏼‍♂️ 	1511032688542683137	17
3029	adoro carinho, adoro adoro, adoro sua companhia 	1511028935320035339	17
2506	to com medo de abrir 	1511045255520530433	13
3395	Depressão = não poder jogar bola pq vou estar na faculdade 	1511044216042004484	23
242	nenhum desses topicos apareceu na minha tl 🙏🙏 	1511121183797915657	21
2751	desde sábado não durmo direito 	1511121790411714566	3
1675	Só queria um relacionamento saudável ou sem ter que resolver algum b.o antes será que é pedir demais? 	1511036035874136064	7
2	nunca vi um clube que gosta de se fazer de coitadinhos pra depois saírem com a narrativa de que calaram a boca do outro time, chega a ser nojento 	1511033016696643587	2,10
2990	Tava fácil demais pra ser vdd Tô achando q eu errei metade 	1511029493653200901	8
2658	na merda, mas sempre com um sorriso no rosto 	1511119397183791107	3
70	amassei o bolo de chocolate que a minha mãe fez 	1511045107742646275	16
3501	A CLIENTE DA MINHA MÃE CONTANDO COMO QUEBROU O CELULAR DA FILHA PQ ELA WEBNAMORAVA UM CARA DE MINAS GERAISKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK EU TÔ PASSANDO MAL ALGUÉM ME AJUDA 	1511041313415835656	1
1457	tô adorando a preocupação dos meus amigos do pq eu faltei hj na aula (ngm perguntou 	1511029751984574475	8
1078	Minha mãe e foda toda roupa que eu pego ela reclama do preço isso pq eu que vou pagar 	1511046048348876802	3
2936	Desde de criança imagino meu anjo da guarda igual a ele. 😅 	1511038318301134851	0
1436	muita força pra gente, amigos. pq não sei da onde eu vou tirar 	1511040129539973126	18
527	a médica viu uma célula estranha e pediu uma biópsia, agora to chorando igual uma criança 	1511031977083817986	13
794	Amo ver mulheres fodas juntas 🤩🤩 	1511122676051546112	0,17
1739	Descobri que estava falando minha altura errada todos esses anos 	1511027809451393033	24
2674	O que me conforta é descer a timeline e ver que tá todo mundo na merda KKKKKKK rindo de desespero 	1511117925767434241	18,28
179	Só pela lista aí a pessoa deve viver loucamente cheirada no pó e bebida fazendo merda toda semana 	1511032578165424128	9
1825	O que fizeram com o WhatsApp web é um crime! Estão tão ruim que é praticamente inútil. 	1511120001759158275	9
2209	esse patch aqui é sacanagem 	1511122883925491715	9
1313	estava jogando vôlei com a minha mãe de boa aqui na quadra e chega um feioso com a bola de futebol dando bicuda no gol 	1511120238452125702	3
1332	ngm na porra do portão da escola, e o cara no vídeo ainda fala pra ter cuidado em parar a bike em lugar inapropriado, vtnc rapa 	1511029021588566017	3
2485	Tem esquerda xingando as alianças. A BOLHA! O GRUPO QUE REINVINDICA POSIÇÃO DE ESQUERDA, MAS XINGAM LULA, ALCKMIN E AS ALIANÇAS, SÃO COLABORADORES DOFASCISMO E VISAM SATISFAZER A BOLHA QUE LHES GARANTEM O 'STATUS QUO'. 	1511028660832251910	9
3066	Declarações que admiro 	1511030914599555074	0
109	Eu faço igualzinha, não julgo kkkkkkkkk 	1511115431251263490	1
